text,label,sarcasm_type,source,has_emoji,has_hashtag,text_length,clean_text,emoji_count
working late was very helpful.,0,none,synthetic,0,0.0,30.0,working late was very helpful,
Perfect timing for the weather today.  #mood,1,understatement,synthetic,0,1.0,44.0,perfect timing for the weather today  mood,
I really enjoyed the weather today today. 🎉,0,none,synthetic,1,0.0,43.0,i really enjoyed the weather today today 🎉,
"Nice, family dinner ruined everything. 😒",1,exaggeration,synthetic,1,0.0,40.0,nice family dinner ruined everything 😒,
the client call was very helpful. 😊,0,none,synthetic,1,0.0,35.0,the client call was very helpful 😊,
"Oh great, another the slow laptop. 🙃 #life",1,exaggeration,synthetic,1,1.0,42.0,oh great another the slow laptop 🙃 life,
I truly appreciate the power cut. 😊,0,none,synthetic,1,0.0,35.0,i truly appreciate the power cut 😊,
"Yeah right, I just love my internet crashing. 😂 #sarcasm",1,exaggeration,synthetic,1,1.0,56.0,yeah right i just love my internet crashing 😂 sarcasm,
Today was great because of family dinner. 👍,0,none,synthetic,1,0.0,43.0,today was great because of family dinner 👍,
"Fantastic, my day is complete with the long meeting.  #irony",1,understatement,synthetic,0,1.0,60.0,fantastic my day is complete with the long meeting  irony,
I am excited about the client call. 😊,0,none,synthetic,1,0.0,37.0,i am excited about the client call 😊,
"Sure, because extra homework is exactly what I wanted.  #mood",1,verbal_irony,synthetic,0,1.0,61.0,sure because extra homework is exactly what i wanted  mood,
the exam schedule made me feel happy. 👍,0,none,synthetic,1,0.0,39.0,the exam schedule made me feel happy 👍,
"Yeah right, I just love my workout. 🙃 #life",1,exaggeration,synthetic,1,1.0,43.0,yeah right i just love my workout 🙃 life,
I am grateful for extra homework. 😊,0,none,synthetic,1,0.0,35.0,i am grateful for extra homework 😊,
"Nice, my phone battery dying ruined everything. 😂 #irony",1,understatement,synthetic,1,1.0,56.0,nice my phone battery dying ruined everything 😂 irony,
I am grateful for teamwork in class. 😊,0,none,synthetic,1,0.0,38.0,i am grateful for teamwork in class 😊,
"Amazing, my laptop stopped working again.  #irony",1,situational,synthetic,0,1.0,49.0,amazing my laptop stopped working again  irony,
I am excited about the weather today. 👍,0,none,synthetic,1,0.0,39.0,i am excited about the weather today 👍,
"Amazing, my phone stopped working again. 😂 #irony",1,exaggeration,synthetic,1,1.0,49.0,amazing my phone stopped working again 😂 irony,
I really enjoyed my vacation plans today.,0,none,synthetic,0,0.0,41.0,i really enjoyed my vacation plans today,
"Sure, because the power cut is exactly what I wanted. 😒",1,exaggeration,synthetic,1,0.0,55.0,sure because the power cut is exactly what i wanted 😒,
I am excited about my internet crashing. 🎉,0,none,synthetic,1,0.0,42.0,i am excited about my internet crashing 🎉,
"Sure, because the client call is exactly what I wanted. 😒 #mood",1,exaggeration,synthetic,1,1.0,63.0,sure because the client call is exactly what i wanted 😒 mood,
the power cut made me feel happy. 🎉,0,none,synthetic,1,0.0,35.0,the power cut made me feel happy 🎉,
"Amazing, my WiFi stopped working again. 😂",1,situational,synthetic,1,0.0,41.0,amazing my wifi stopped working again 😂,
I am grateful for the presentation today. 🎉,0,none,synthetic,1,0.0,43.0,i am grateful for the presentation today 🎉,
"Wow, just what I needed: the long meeting. 😅 #irony",1,exaggeration,synthetic,1,1.0,51.0,wow just what i needed the long meeting 😅 irony,
the client call was very helpful.,0,none,synthetic,0,0.0,33.0,the client call was very helpful,
So happy that the weather today happened today. 😒 #life,1,situational,synthetic,1,1.0,55.0,so happy that the weather today happened today 😒 life,
my workout was very helpful.,0,none,synthetic,0,0.0,28.0,my workout was very helpful,
"Sure, because the power cut is exactly what I wanted. 😅 #life",1,exaggeration,synthetic,1,1.0,61.0,sure because the power cut is exactly what i wanted 😅 life,
Today was great because of my vacation plans. 😊,0,none,synthetic,1,0.0,47.0,today was great because of my vacation plans 😊,
Perfect timing for the weather today. 😅,1,verbal_irony,synthetic,1,0.0,39.0,perfect timing for the weather today 😅,
Feeling positive about the weather today.,0,none,synthetic,0,0.0,41.0,feeling positive about the weather today,
"Sure, because the long meeting is exactly what I wanted. 😒 #sarcasm",1,exaggeration,synthetic,1,1.0,67.0,sure because the long meeting is exactly what i wanted 😒 sarcasm,
I am grateful for my phone battery dying.,0,none,synthetic,0,0.0,41.0,i am grateful for my phone battery dying,
Perfect timing for the exam schedule. 🙃 #irony,1,exaggeration,synthetic,1,1.0,46.0,perfect timing for the exam schedule 🙃 irony,
lunch with friends was very helpful. 👍,0,none,synthetic,1,0.0,38.0,lunch with friends was very helpful 👍,
"Amazing, my headphones stopped working again. 😅 #sarcasm",1,understatement,synthetic,1,1.0,56.0,amazing my headphones stopped working again 😅 sarcasm,
the delayed bus went very well. 😊,0,none,synthetic,1,0.0,33.0,the delayed bus went very well 😊,
So happy that working late happened today. 😂 #mood,1,situational,synthetic,1,1.0,50.0,so happy that working late happened today 😂 mood,
the long meeting improved my day. 😊,0,none,synthetic,1,0.0,35.0,the long meeting improved my day 😊,
"Sure, because lunch with friends is exactly what I wanted. 🙃 #life",1,verbal_irony,synthetic,1,1.0,66.0,sure because lunch with friends is exactly what i wanted 🙃 life,
I truly appreciate family dinner. 👍,0,none,synthetic,1,0.0,35.0,i truly appreciate family dinner 👍,
So happy that my phone battery dying happened today. 😅 #sarcasm,1,exaggeration,synthetic,1,1.0,63.0,so happy that my phone battery dying happened today 😅 sarcasm,
I am excited about my vacation plans. 👍,0,none,synthetic,1,0.0,39.0,i am excited about my vacation plans 👍,
So happy that the long meeting happened today. 😅 #irony,1,situational,synthetic,1,1.0,55.0,so happy that the long meeting happened today 😅 irony,
Feeling positive about the exam schedule. 😊,0,none,synthetic,1,0.0,43.0,feeling positive about the exam schedule 😊,
So happy that the traffic jam happened today. 😂 #irony,1,situational,synthetic,1,1.0,54.0,so happy that the traffic jam happened today 😂 irony,
my workout went very well. 👍,0,none,synthetic,1,0.0,28.0,my workout went very well 👍,
"Wow, just what I needed: lunch with friends.  #mood",1,understatement,synthetic,0,1.0,51.0,wow just what i needed lunch with friends  mood,
the power cut made me feel happy. 👍,0,none,synthetic,1,0.0,35.0,the power cut made me feel happy 👍,
"Yeah right, I just love the long meeting. 🙃 #mood",1,understatement,synthetic,1,1.0,49.0,yeah right i just love the long meeting 🙃 mood,
Today was great because of the power cut. 🎉,0,none,synthetic,1,0.0,43.0,today was great because of the power cut 🎉,
"Fantastic, my day is complete with my internet crashing. 😒 #life",1,understatement,synthetic,1,1.0,64.0,fantastic my day is complete with my internet crashing 😒 life,
I really enjoyed the presentation today today. 😊,0,none,synthetic,1,0.0,48.0,i really enjoyed the presentation today today 😊,
So happy that the client call happened today. 😂 #sarcasm,1,understatement,synthetic,1,1.0,56.0,so happy that the client call happened today 😂 sarcasm,
Feeling positive about the traffic jam. 😊,0,none,synthetic,1,0.0,41.0,feeling positive about the traffic jam 😊,
"Wow, just what I needed: my phone battery dying. 😂 #sarcasm",1,exaggeration,synthetic,1,1.0,59.0,wow just what i needed my phone battery dying 😂 sarcasm,
Feeling positive about the feedback I got. 🎉,0,none,synthetic,1,0.0,44.0,feeling positive about the feedback i got 🎉,
"Sure, because the client call is exactly what I wanted. 🙃 #mood",1,situational,synthetic,1,1.0,63.0,sure because the client call is exactly what i wanted 🙃 mood,
I am grateful for the delayed bus. 🎉,0,none,synthetic,1,0.0,36.0,i am grateful for the delayed bus 🎉,
"Yeah right, I just love my vacation plans. 😅 #sarcasm",1,verbal_irony,synthetic,1,1.0,53.0,yeah right i just love my vacation plans 😅 sarcasm,
lunch with friends went very well. 👍,0,none,synthetic,1,0.0,36.0,lunch with friends went very well 👍,
"Sure, because lunch with friends is exactly what I wanted. 😒 #sarcasm",1,situational,synthetic,1,1.0,69.0,sure because lunch with friends is exactly what i wanted 😒 sarcasm,
I really enjoyed the project submission today. 🎉,0,none,synthetic,1,0.0,48.0,i really enjoyed the project submission today 🎉,
"Yeah right, I just love my workout. 😒 #sarcasm",1,exaggeration,synthetic,1,1.0,46.0,yeah right i just love my workout 😒 sarcasm,
Feeling positive about my phone battery dying. 😊,0,none,synthetic,1,0.0,48.0,feeling positive about my phone battery dying 😊,
"Wow, just what I needed: family dinner. 😂 #life",1,understatement,synthetic,1,1.0,47.0,wow just what i needed family dinner 😂 life,
I really enjoyed my internet crashing today. 👍,0,none,synthetic,1,0.0,46.0,i really enjoyed my internet crashing today 👍,
So happy that the project submission happened today. 😅 #life,1,exaggeration,synthetic,1,1.0,60.0,so happy that the project submission happened today 😅 life,
the exam schedule improved my day. 🎉,0,none,synthetic,1,0.0,36.0,the exam schedule improved my day 🎉,
"Amazing, my phone stopped working again. 🙃 #life",1,exaggeration,synthetic,1,1.0,48.0,amazing my phone stopped working again 🙃 life,
the exam schedule improved my day. 👍,0,none,synthetic,1,0.0,36.0,the exam schedule improved my day 👍,
"Fantastic, my day is complete with my workout. 😂 #sarcasm",1,verbal_irony,synthetic,1,1.0,57.0,fantastic my day is complete with my workout 😂 sarcasm,
I am grateful for family dinner. 🎉,0,none,synthetic,1,0.0,34.0,i am grateful for family dinner 🎉,
"Nice, the slow laptop ruined everything. 😒 #life",1,exaggeration,synthetic,1,1.0,48.0,nice the slow laptop ruined everything 😒 life,
I really enjoyed the project submission today.,0,none,synthetic,0,0.0,46.0,i really enjoyed the project submission today,
Love how the weather today always happens to me. 😅 #mood,1,verbal_irony,synthetic,1,1.0,56.0,love how the weather today always happens to me 😅 mood,
family dinner was very helpful. 👍,0,none,synthetic,1,0.0,33.0,family dinner was very helpful 👍,
Perfect timing for the long meeting. 🙃 #sarcasm,1,understatement,synthetic,1,1.0,47.0,perfect timing for the long meeting 🙃 sarcasm,
I am excited about the slow laptop. 😊,0,none,synthetic,1,0.0,37.0,i am excited about the slow laptop 😊,
"Amazing, my WiFi stopped working again. 😒 #mood",1,verbal_irony,synthetic,1,1.0,47.0,amazing my wifi stopped working again 😒 mood,
I am grateful for the exam schedule. 🎉,0,none,synthetic,1,0.0,38.0,i am grateful for the exam schedule 🎉,
"Amazing, my WiFi stopped working again. 😒 #mood",1,situational,synthetic,1,1.0,47.0,amazing my wifi stopped working again 😒 mood,
I am excited about working late. 👍,0,none,synthetic,1,0.0,34.0,i am excited about working late 👍,
"Nice, teamwork in class ruined everything.  #sarcasm",1,verbal_irony,synthetic,0,1.0,52.0,nice teamwork in class ruined everything  sarcasm,
Feeling positive about the long meeting.,0,none,synthetic,0,0.0,40.0,feeling positive about the long meeting,
"Fantastic, my day is complete with the presentation today. 😂 #mood",1,understatement,synthetic,1,1.0,66.0,fantastic my day is complete with the presentation today 😂 mood,
the weather today was very helpful. 🎉,0,none,synthetic,1,0.0,37.0,the weather today was very helpful 🎉,
"Yeah right, I just love my workout. 😒 #sarcasm",1,verbal_irony,synthetic,1,1.0,46.0,yeah right i just love my workout 😒 sarcasm,
I really enjoyed the presentation today today. 😊,0,none,synthetic,1,0.0,48.0,i really enjoyed the presentation today today 😊,
So happy that lunch with friends happened today.  #sarcasm,1,exaggeration,synthetic,0,1.0,58.0,so happy that lunch with friends happened today  sarcasm,
the delayed bus went very well. 😊,0,none,synthetic,1,0.0,33.0,the delayed bus went very well 😊,
"Sure, because the long meeting is exactly what I wanted.  #irony",1,exaggeration,synthetic,0,1.0,64.0,sure because the long meeting is exactly what i wanted  irony,
I really enjoyed extra homework today.,0,none,synthetic,0,0.0,38.0,i really enjoyed extra homework today,
Love how the client call always happens to me.,1,situational,synthetic,0,0.0,46.0,love how the client call always happens to me,
the weather today went very well. 👍,0,none,synthetic,1,0.0,35.0,the weather today went very well 👍,
"Fantastic, my day is complete with the client call.  #life",1,understatement,synthetic,0,1.0,58.0,fantastic my day is complete with the client call  life,
the weather today made me feel happy.,0,none,synthetic,0,0.0,37.0,the weather today made me feel happy,
Perfect timing for the long meeting. 🙃 #mood,1,verbal_irony,synthetic,1,1.0,44.0,perfect timing for the long meeting 🙃 mood,
the power cut went very well.,0,none,synthetic,0,0.0,29.0,the power cut went very well,
"Yeah right, I just love the long meeting. 😅",1,understatement,synthetic,1,0.0,43.0,yeah right i just love the long meeting 😅,
I am excited about family dinner.,0,none,synthetic,0,0.0,33.0,i am excited about family dinner,
"Oh great, another the slow laptop. 😒 #life",1,verbal_irony,synthetic,1,1.0,42.0,oh great another the slow laptop 😒 life,
I truly appreciate the weather today. 🎉,0,none,synthetic,1,0.0,39.0,i truly appreciate the weather today 🎉,
So happy that lunch with friends happened today. 🙃 #mood,1,understatement,synthetic,1,1.0,56.0,so happy that lunch with friends happened today 🙃 mood,
teamwork in class improved my day. 😊,0,none,synthetic,1,0.0,36.0,teamwork in class improved my day 😊,
"Fantastic, my day is complete with the project submission. 😂 #life",1,exaggeration,synthetic,1,1.0,66.0,fantastic my day is complete with the project submission 😂 life,
the exam schedule was very helpful.,0,none,synthetic,0,0.0,35.0,the exam schedule was very helpful,
"Fantastic, my day is complete with the presentation today. 😅",1,understatement,synthetic,1,0.0,60.0,fantastic my day is complete with the presentation today 😅,
Feeling positive about lunch with friends. 🎉,0,none,synthetic,1,0.0,44.0,feeling positive about lunch with friends 🎉,
"Wow, just what I needed: the slow laptop. 🙃 #sarcasm",1,understatement,synthetic,1,1.0,52.0,wow just what i needed the slow laptop 🙃 sarcasm,
I am excited about the weather today. 😊,0,none,synthetic,1,0.0,39.0,i am excited about the weather today 😊,
"Fantastic, my day is complete with family dinner. 🙃 #mood",1,understatement,synthetic,1,1.0,57.0,fantastic my day is complete with family dinner 🙃 mood,
teamwork in class made me feel happy. 😊,0,none,synthetic,1,0.0,39.0,teamwork in class made me feel happy 😊,
"Nice, working late ruined everything. 😂 #life",1,exaggeration,synthetic,1,1.0,45.0,nice working late ruined everything 😂 life,
I truly appreciate family dinner. 🎉,0,none,synthetic,1,0.0,35.0,i truly appreciate family dinner 🎉,
So happy that the power cut happened today. 🙃,1,understatement,synthetic,1,0.0,45.0,so happy that the power cut happened today 🙃,
the delayed bus made me feel happy. 👍,0,none,synthetic,1,0.0,37.0,the delayed bus made me feel happy 👍,
"Wow, just what I needed: the traffic jam. 🙃 #mood",1,understatement,synthetic,1,1.0,49.0,wow just what i needed the traffic jam 🙃 mood,
teamwork in class went very well. 🎉,0,none,synthetic,1,0.0,35.0,teamwork in class went very well 🎉,
"Oh great, another the project submission. 😂",1,verbal_irony,synthetic,1,0.0,43.0,oh great another the project submission 😂,
the weather today improved my day. 👍,0,none,synthetic,1,0.0,36.0,the weather today improved my day 👍,
Perfect timing for extra homework. 😂 #life,1,verbal_irony,synthetic,1,1.0,42.0,perfect timing for extra homework 😂 life,
working late was very helpful. 👍,0,none,synthetic,1,0.0,32.0,working late was very helpful 👍,
"Oh great, another the slow laptop.  #mood",1,verbal_irony,synthetic,0,1.0,41.0,oh great another the slow laptop  mood,
extra homework improved my day. 🎉,0,none,synthetic,1,0.0,33.0,extra homework improved my day 🎉,
Love how teamwork in class always happens to me. 😂 #life,1,situational,synthetic,1,1.0,56.0,love how teamwork in class always happens to me 😂 life,
Feeling positive about extra homework. 😊,0,none,synthetic,1,0.0,40.0,feeling positive about extra homework 😊,
"Amazing, my alarm stopped working again. 😒 #mood",1,understatement,synthetic,1,1.0,48.0,amazing my alarm stopped working again 😒 mood,
I am grateful for the client call. 👍,0,none,synthetic,1,0.0,36.0,i am grateful for the client call 👍,
"Amazing, my printer stopped working again.  #irony",1,exaggeration,synthetic,0,1.0,50.0,amazing my printer stopped working again  irony,
I really enjoyed the presentation today today. 🎉,0,none,synthetic,1,0.0,48.0,i really enjoyed the presentation today today 🎉,
"Sure, because the exam schedule is exactly what I wanted. 😂 #mood",1,situational,synthetic,1,1.0,65.0,sure because the exam schedule is exactly what i wanted 😂 mood,
the weather today improved my day.,0,none,synthetic,0,0.0,34.0,the weather today improved my day,
"Oh great, another extra homework. 😒",1,situational,synthetic,1,0.0,35.0,oh great another extra homework 😒,
my phone battery dying was very helpful. 😊,0,none,synthetic,1,0.0,42.0,my phone battery dying was very helpful 😊,
"Wow, just what I needed: my workout. 😒 #life",1,understatement,synthetic,1,1.0,44.0,wow just what i needed my workout 😒 life,
Today was great because of lunch with friends.,0,none,synthetic,0,0.0,46.0,today was great because of lunch with friends,
So happy that the weather today happened today. 😒 #life,1,exaggeration,synthetic,1,1.0,55.0,so happy that the weather today happened today 😒 life,
I am excited about my internet crashing.,0,none,synthetic,0,0.0,40.0,i am excited about my internet crashing,
"Nice, the weather today ruined everything. 🙃 #life",1,verbal_irony,synthetic,1,1.0,50.0,nice the weather today ruined everything 🙃 life,
I am excited about working late. 👍,0,none,synthetic,1,0.0,34.0,i am excited about working late 👍,
"Yeah right, I just love the long meeting. 😂 #irony",1,exaggeration,synthetic,1,1.0,50.0,yeah right i just love the long meeting 😂 irony,
Today was great because of the exam schedule. 🎉,0,none,synthetic,1,0.0,47.0,today was great because of the exam schedule 🎉,
"Nice, the presentation today ruined everything. 😒 #mood",1,understatement,synthetic,1,1.0,55.0,nice the presentation today ruined everything 😒 mood,
I really enjoyed the project submission today. 🎉,0,none,synthetic,1,0.0,48.0,i really enjoyed the project submission today 🎉,
"Fantastic, my day is complete with my vacation plans.  #mood",1,situational,synthetic,0,1.0,60.0,fantastic my day is complete with my vacation plans  mood,
I truly appreciate the delayed bus. 😊,0,none,synthetic,1,0.0,37.0,i truly appreciate the delayed bus 😊,
So happy that the delayed bus happened today. 🙃 #life,1,verbal_irony,synthetic,1,1.0,53.0,so happy that the delayed bus happened today 🙃 life,
my workout improved my day. 😊,0,none,synthetic,1,0.0,29.0,my workout improved my day 😊,
"Wow, just what I needed: extra homework.  #mood",1,exaggeration,synthetic,0,1.0,47.0,wow just what i needed extra homework  mood,
Today was great because of the feedback I got.,0,none,synthetic,0,0.0,46.0,today was great because of the feedback i got,
Love how teamwork in class always happens to me. 🙃,1,situational,synthetic,1,0.0,50.0,love how teamwork in class always happens to me 🙃,
the weather today went very well. 👍,0,none,synthetic,1,0.0,35.0,the weather today went very well 👍,
"Nice, the client call ruined everything. 😂 #mood",1,understatement,synthetic,1,1.0,48.0,nice the client call ruined everything 😂 mood,
I am grateful for the delayed bus. 🎉,0,none,synthetic,1,0.0,36.0,i am grateful for the delayed bus 🎉,
"Oh great, another the feedback I got. 😂",1,exaggeration,synthetic,1,0.0,39.0,oh great another the feedback i got 😂,
Feeling positive about the slow laptop. 👍,0,none,synthetic,1,0.0,41.0,feeling positive about the slow laptop 👍,
"Nice, the presentation today ruined everything. 🙃",1,understatement,synthetic,1,0.0,49.0,nice the presentation today ruined everything 🙃,
the traffic jam was very helpful.,0,none,synthetic,0,0.0,33.0,the traffic jam was very helpful,
"Wow, just what I needed: the exam schedule. 😒 #irony",1,understatement,synthetic,1,1.0,52.0,wow just what i needed the exam schedule 😒 irony,
I truly appreciate the feedback I got. 😊,0,none,synthetic,1,0.0,40.0,i truly appreciate the feedback i got 😊,
"Oh great, another working late. 🙃 #mood",1,verbal_irony,synthetic,1,1.0,39.0,oh great another working late 🙃 mood,
Feeling positive about my workout. 👍,0,none,synthetic,1,0.0,36.0,feeling positive about my workout 👍,
Love how my workout always happens to me. 😅 #sarcasm,1,situational,synthetic,1,1.0,52.0,love how my workout always happens to me 😅 sarcasm,
my phone battery dying improved my day. 🎉,0,none,synthetic,1,0.0,41.0,my phone battery dying improved my day 🎉,
"Amazing, my laptop stopped working again. 🙃 #irony",1,understatement,synthetic,1,1.0,50.0,amazing my laptop stopped working again 🙃 irony,
I am excited about the feedback I got. 🎉,0,none,synthetic,1,0.0,40.0,i am excited about the feedback i got 🎉,
"Sure, because my vacation plans is exactly what I wanted.  #irony",1,verbal_irony,synthetic,0,1.0,65.0,sure because my vacation plans is exactly what i wanted  irony,
I really enjoyed the exam schedule today. 👍,0,none,synthetic,1,0.0,43.0,i really enjoyed the exam schedule today 👍,
"Yeah right, I just love extra homework.  #irony",1,exaggeration,synthetic,0,1.0,47.0,yeah right i just love extra homework  irony,
the delayed bus was very helpful. 👍,0,none,synthetic,1,0.0,35.0,the delayed bus was very helpful 👍,
"Yeah right, I just love the presentation today. 😅 #life",1,understatement,synthetic,1,1.0,55.0,yeah right i just love the presentation today 😅 life,
family dinner improved my day. 🎉,0,none,synthetic,1,0.0,32.0,family dinner improved my day 🎉,
"Nice, family dinner ruined everything. 😂 #mood",1,exaggeration,synthetic,1,1.0,46.0,nice family dinner ruined everything 😂 mood,
Feeling positive about the presentation today. 😊,0,none,synthetic,1,0.0,48.0,feeling positive about the presentation today 😊,
"Wow, just what I needed: the presentation today.  #mood",1,situational,synthetic,0,1.0,55.0,wow just what i needed the presentation today  mood,
Feeling positive about the feedback I got. 👍,0,none,synthetic,1,0.0,44.0,feeling positive about the feedback i got 👍,
"Nice, the power cut ruined everything. 🙃",1,understatement,synthetic,1,0.0,40.0,nice the power cut ruined everything 🙃,
my workout went very well. 😊,0,none,synthetic,1,0.0,28.0,my workout went very well 😊,
Perfect timing for teamwork in class.  #mood,1,verbal_irony,synthetic,0,1.0,44.0,perfect timing for teamwork in class  mood,
Today was great because of the traffic jam. 👍,0,none,synthetic,1,0.0,45.0,today was great because of the traffic jam 👍,
So happy that the presentation today happened today.,1,situational,synthetic,0,0.0,52.0,so happy that the presentation today happened today,
I really enjoyed the client call today.,0,none,synthetic,0,0.0,39.0,i really enjoyed the client call today,
"Yeah right, I just love my workout. 😒 #sarcasm",1,situational,synthetic,1,1.0,46.0,yeah right i just love my workout 😒 sarcasm,
teamwork in class improved my day. 🎉,0,none,synthetic,1,0.0,36.0,teamwork in class improved my day 🎉,
"Sure, because the power cut is exactly what I wanted. 😒 #life",1,exaggeration,synthetic,1,1.0,61.0,sure because the power cut is exactly what i wanted 😒 life,
Today was great because of the power cut.,0,none,synthetic,0,0.0,41.0,today was great because of the power cut,
"Wow, just what I needed: the power cut. 🙃 #life",1,understatement,synthetic,1,1.0,47.0,wow just what i needed the power cut 🙃 life,
the exam schedule made me feel happy.,0,none,synthetic,0,0.0,37.0,the exam schedule made me feel happy,
"Sure, because the long meeting is exactly what I wanted. 😂 #sarcasm",1,exaggeration,synthetic,1,1.0,67.0,sure because the long meeting is exactly what i wanted 😂 sarcasm,
I am grateful for the slow laptop.,0,none,synthetic,0,0.0,34.0,i am grateful for the slow laptop,
So happy that the traffic jam happened today. 😅 #life,1,verbal_irony,synthetic,1,1.0,53.0,so happy that the traffic jam happened today 😅 life,
Feeling positive about my phone battery dying. 😊,0,none,synthetic,1,0.0,48.0,feeling positive about my phone battery dying 😊,
"Amazing, my internet stopped working again. 🙃 #irony",1,exaggeration,synthetic,1,1.0,52.0,amazing my internet stopped working again 🙃 irony,
I truly appreciate the project submission. 🎉,0,none,synthetic,1,0.0,44.0,i truly appreciate the project submission 🎉,
"Fantastic, my day is complete with the long meeting. 😅 #mood",1,understatement,synthetic,1,1.0,60.0,fantastic my day is complete with the long meeting 😅 mood,
I am grateful for teamwork in class. 🎉,0,none,synthetic,1,0.0,38.0,i am grateful for teamwork in class 🎉,
"Sure, because the feedback I got is exactly what I wanted. 😒 #sarcasm",1,situational,synthetic,1,1.0,69.0,sure because the feedback i got is exactly what i wanted 😒 sarcasm,
the delayed bus went very well. 🎉,0,none,synthetic,1,0.0,33.0,the delayed bus went very well 🎉,
"Sure, because the weather today is exactly what I wanted. 😅 #mood",1,situational,synthetic,1,1.0,65.0,sure because the weather today is exactly what i wanted 😅 mood,
Today was great because of the weather today.,0,none,synthetic,0,0.0,45.0,today was great because of the weather today,
"Wow, just what I needed: the slow laptop. 😂 #mood",1,situational,synthetic,1,1.0,49.0,wow just what i needed the slow laptop 😂 mood,
I really enjoyed the presentation today today.,0,none,synthetic,0,0.0,46.0,i really enjoyed the presentation today today,
Perfect timing for my internet crashing. 😒 #life,1,understatement,synthetic,1,1.0,48.0,perfect timing for my internet crashing 😒 life,
I truly appreciate the client call.,0,none,synthetic,0,0.0,35.0,i truly appreciate the client call,
"Fantastic, my day is complete with working late. 😅 #sarcasm",1,verbal_irony,synthetic,1,1.0,59.0,fantastic my day is complete with working late 😅 sarcasm,
the slow laptop improved my day. 😊,0,none,synthetic,1,0.0,34.0,the slow laptop improved my day 😊,
"Oh great, another the delayed bus.  #sarcasm",1,exaggeration,synthetic,0,1.0,44.0,oh great another the delayed bus  sarcasm,
the exam schedule went very well. 😊,0,none,synthetic,1,0.0,35.0,the exam schedule went very well 😊,
"Wow, just what I needed: the feedback I got. 😅 #mood",1,understatement,synthetic,1,1.0,52.0,wow just what i needed the feedback i got 😅 mood,
Today was great because of the slow laptop. 👍,0,none,synthetic,1,0.0,45.0,today was great because of the slow laptop 👍,
"Fantastic, my day is complete with my internet crashing. 😅 #sarcasm",1,understatement,synthetic,1,1.0,67.0,fantastic my day is complete with my internet crashing 😅 sarcasm,
I am excited about the power cut. 👍,0,none,synthetic,1,0.0,35.0,i am excited about the power cut 👍,
Perfect timing for my internet crashing. 😂 #sarcasm,1,understatement,synthetic,1,1.0,51.0,perfect timing for my internet crashing 😂 sarcasm,
the long meeting made me feel happy. 🎉,0,none,synthetic,1,0.0,38.0,the long meeting made me feel happy 🎉,
"Fantastic, my day is complete with family dinner.  #sarcasm",1,verbal_irony,synthetic,0,1.0,59.0,fantastic my day is complete with family dinner  sarcasm,
extra homework was very helpful. 👍,0,none,synthetic,1,0.0,34.0,extra homework was very helpful 👍,
"Fantastic, my day is complete with the slow laptop. 😒 #life",1,exaggeration,synthetic,1,1.0,59.0,fantastic my day is complete with the slow laptop 😒 life,
family dinner improved my day. 👍,0,none,synthetic,1,0.0,32.0,family dinner improved my day 👍,
"Sure, because the project submission is exactly what I wanted. 😅 #sarcasm",1,verbal_irony,synthetic,1,1.0,73.0,sure because the project submission is exactly what i wanted 😅 sarcasm,
the traffic jam was very helpful.,0,none,synthetic,0,0.0,33.0,the traffic jam was very helpful,
"Yeah right, I just love lunch with friends. 😒 #mood",1,verbal_irony,synthetic,1,1.0,51.0,yeah right i just love lunch with friends 😒 mood,
I truly appreciate the project submission.,0,none,synthetic,0,0.0,42.0,i truly appreciate the project submission,
Love how the delayed bus always happens to me. 😒 #life,1,understatement,synthetic,1,1.0,54.0,love how the delayed bus always happens to me 😒 life,
Feeling positive about extra homework.,0,none,synthetic,0,0.0,38.0,feeling positive about extra homework,
"Fantastic, my day is complete with the weather today. 🙃 #sarcasm",1,verbal_irony,synthetic,1,1.0,64.0,fantastic my day is complete with the weather today 🙃 sarcasm,
I really enjoyed working late today. 👍,0,none,synthetic,1,0.0,38.0,i really enjoyed working late today 👍,
"Wow, just what I needed: working late. 😒 #life",1,understatement,synthetic,1,1.0,46.0,wow just what i needed working late 😒 life,
the long meeting made me feel happy. 😊,0,none,synthetic,1,0.0,38.0,the long meeting made me feel happy 😊,
Love how the weather today always happens to me.  #mood,1,exaggeration,synthetic,0,1.0,55.0,love how the weather today always happens to me  mood,
I am grateful for family dinner.,0,none,synthetic,0,0.0,32.0,i am grateful for family dinner,
"Oh great, another the weather today.  #sarcasm",1,verbal_irony,synthetic,0,1.0,46.0,oh great another the weather today  sarcasm,
I truly appreciate my vacation plans. 👍,0,none,synthetic,1,0.0,39.0,i truly appreciate my vacation plans 👍,
Love how my phone battery dying always happens to me. 😒,1,situational,synthetic,1,0.0,55.0,love how my phone battery dying always happens to me 😒,
the long meeting was very helpful. 😊,0,none,synthetic,1,0.0,36.0,the long meeting was very helpful 😊,
So happy that the long meeting happened today. 🙃,1,exaggeration,synthetic,1,0.0,48.0,so happy that the long meeting happened today 🙃,
the power cut went very well. 👍,0,none,synthetic,1,0.0,31.0,the power cut went very well 👍,
"Yeah right, I just love the project submission.  #mood",1,verbal_irony,synthetic,0,1.0,54.0,yeah right i just love the project submission  mood,
Feeling positive about the feedback I got. 😊,0,none,synthetic,1,0.0,44.0,feeling positive about the feedback i got 😊,
